,appid,is_top_seller,title,releaseDate,price,developer tier,publisher tier,genre,early access,achievement,tag,languages,steam award,DLC,recent positive,all positive,single or multi,positive review,negative review,recent player,peek player,most achieved rate
305,489830,1,The Elder Scrolls V: Skyrim Special Edition,2016-10-28,45000.0,1,1,RPG,0,75,Open World,9,0,1,overwhelmingly positive,very positive,single only,198088,19705,21060.0,69777.0,68.0
306,1237970,1,Titanfall® 2,2016-10-28,33000.0,2,1,Action,0,50,FPS,10,0,1,overwhelmingly positive,very positive,single only,115367,6456,3768.0,27547.0,73.3
307,813780,1,Age of Empires II: Definitive Edition,2019-11-15,21000.0,1,1,Strategy,0,191,Strategy,15,0,1,overwhelmingly positive,very positive,single and multi,99084,5680,14745.8,38725.0,52.9
308,1217060,1,Gunfire Reborn,2021-11-18,20500.0,6,6,Action,1,102,FPS,17,0,0,very positive,very positive,single and multi,70416,4038,3529.3,35002.0,97.8
309,632470,1,Disco Elysium - The Final Cut,2019-10-16,41000.0,6,6,RPG,0,40,RPG,10,0,1,very positive,very positive,single only,55163,3241,1655.6,8081.0,34.4
310,787860,1,Farming Simulator 19,2018-11-20,19800.0,2,2,Simulation,0,23,Simulation,18,0,1,very positive,very positive,single and multi,58926,3778,4740.7,59234.0,58.0
311,233860,1,Kenshi,2018-12-07,31000.0,2,2,Action,0,0,Open World,9,0,1,very positive,very positive,single only,54324,2824,3580.7,10579.0,
312,418370,1,Resident Evil 7 Biohazard,2017-01-26,24300.0,1,1,Action,0,58,Horror,14,0,1,very positive,very positive,single only,58272,3235,721.1,18211.0,96.3
313,246620,1,Plague Inc: Evolved,2016-02-19,16000.0,2,2,Casual,0,229,Strategy,15,0,1,overwhelmingly positive,very positive,single and multi,41905,2464,358.3,17889.0,92.3
314,1832640,1,Mirror 2: Project X,2022-01-21,2200.0,6,6,Adventure,1,0,3D,6,0,1,mostly positive,very positive,single only,35503,2306,1260.7,33035.0,
315,621060,1,PC Building Simulator,2019-01-30,20500.0,6,3,Indie,0,94,Simulation,10,0,1,very positive,very positive,single only,41525,2553,781.8,3883.0,67.0
316,200510,1,XCOM: Enemy Unknown,2012-10-12,54000.0,2,1,Strategy,0,85,Turn-Based Strategy,10,0,1,very positive,very positive,single only,47116,2773,687.6,70560.0,87.5
317,843380,1,Super Animal Royale,2021-08-27,,6,4,Action,1,13,Battle Royale,12,0,1,very positive,very positive,multi only,29896,1818,1099.3,7514.0,48.1
318,424840,1,Little Nightmares,2017-04-28,25800.0,1,1,Adventure,0,22,Horror,13,0,1,overwhelmingly positive,very positive,single only,75270,4273,506.7,77529.0,46.9
319,555160,1,Pavlov VR,2017-02-28,26000.0,4,4,Action,0,0,VR,1,0,0,very positive,very positive,multi only,31031,1806,789.2,17629.0,
320,50130,1,Mafia II (Classic),2011-03-23,35000.0,1,1,Action,0,67,Action,8,0,0,very positive,very positive,single only,45690,2384,253.6,5358.0,92.4
321,4500,1,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,23000.0,2,2,Action,0,0,Atmospheric,8,0,0,very positive,very positive,single only,29072,1691,365.8,2303.0,
322,7670,1,BioShock™,2007-08-21,21000.0,4,1,Action,0,0,FPS,5,0,0,overwhelmingly positive,very positive,single only,26226,1545,56.9,2625.0,
323,207140,1,SpeedRunners,2016-04-20,,5,2,Action,0,29,Multiplayer,19,0,1,overwhelmingly positive,very positive,single only,31092,2031,294.8,17131.0,68.5
324,638230,1,Journey,2020-06-12,15500.0,2,2,Adventure,0,14,Adventure,18,0,0,very positive,very positive,single and multi,20452,1120,76.9,1073.0,49.2
325,568220,1,Lobotomy Corporation | Monster Management Simulation,2018-04-09,26000.0,2,2,Indie,0,0,Management,11,0,1,very positive,very positive,single only,18701,1179,1072.1,2885.0,
326,1088850,1,Marvel's Guardians of the Galaxy,2021-10-27,69800.0,6,1,Action,0,59,Story Rich,14,1,1,very positive,very positive,single only,21385,1096,368.0,9826.0,83.7
327,47780,1,Dead Space™ 2,2011-01-28,22000.0,1,1,Action,0,0,Horror,6,0,0,very positive,very positive,single only,17720,1137,168.8,992.0,
328,590380,1,Into the Breach,2018-02-28,15500.0,2,2,Indie,0,70,Strategy,17,0,1,overwhelmingly positive,very positive,single only,14193,827,789.2,14573.0,78.6
329,282800,1,100% Orange Juice,2013-09-10,7500.0,3,3,Indie,0,278,Anime,9,0,1,very positive,very positive,single and multi,21261,1599,269.6,3839.0,51.7
330,1062090,1,Timberborn,2021-09-16,26000.0,6,6,Indie,1,0,Early Access,12,0,1,very positive,overwhelmingly positive,single only,11995,738,1706.5,12354.0,
331,257850,1,Hyper Light Drifter,2016-03-31,21000.0,6,6,Action,0,23,Pixel Graphics,6,0,1,very positive,very positive,single and multi,14195,944,33.5,4929.0,49.8
332,866800,1,The Walking Dead: The Final Season,2018-08-14,20500.0,6,3,Adventure,0,48,Story Rich,9,0,0,very positive,very positive,single only,13094,760,61.6,4101.0,84.0
333,368340,1,CrossCode,2018-09-21,,4,4,Action,0,86,Action RPG,5,0,1,very positive,very positive,single only,11730,708,213.4,3368.0,67.2
334,609320,1,FAR: Lone Sails,2018-05-18,15500.0,4,5,Action,0,14,Atmospheric,14,0,1,overwhelmingly positive,very positive,single only,10516,640,24.6,898.0,88.4
335,894020,1,Death's Door,2021-07-20,22000.0,4,1,Action,0,24,Action,10,0,1,very positive,very positive,single only,10426,645,235.2,3740.0,46.6
336,895870,1,Project Wingman,2020-12-02,26000.0,6,6,Action,0,40,Flight,8,0,1,very positive,very positive,single only,10352,623,209.2,2089.0,70.0
337,528230,1,SYNTHETIK: Legion Rising,2018-03-16,20500.0,6,6,Action,0,27,Roguelite,12,0,1,very positive,very positive,single and multi,10158,584,213.8,3407.0,44.9
338,228200,1,Company of Heroes,2006-09-11,21000.0,1,1,Action,0,0,Strategy,11,0,0,overwhelmingly positive,very positive,single only,11833,713,1359.7,5845.0,
339,1012880,1,60 Seconds! Reatomized,2019-07-26,10500.0,6,6,Adventure,0,60,Strategy,12,0,0,very positive,very positive,single only,7623,490,160.6,873.0,85.8
340,343780,1,Cat Goes Fishing,2015-01-20,7500.0,6,6,Casual,0,53,Fishing,1,0,0,overwhelmingly positive,very positive,single only,6631,405,96.0,630.0,96.8
341,351920,1,Crazy Machines 3,2016-10-19,10500.0,6,2,Simulation,0,41,Simulation,11,0,0,very positive,very positive,single only,8182,445,20.9,1101.0,81.0
342,470310,1,TROUBLESHOOTER: Abandoned Children,2020-04-23,26000.0,4,4,Casual,0,217,Turn-Based,4,0,1,very positive,very positive,single only,6197,337,215.8,993.0,81.6
343,217200,1,Worms Armageddon,1999-05-31,16000.0,1,1,Strategy,0,0,Strategy,9,0,0,very positive,very positive,single only,7399,447,168.8,826.0,
344,285310,1,RollerCoaster Tycoon®: Deluxe,1999-03-31,6500.0,4,4,Simulation,0,0,Simulation,5,0,0,very positive,very positive,single only,5676,338,221.8,1223.0,
345,960690,1,One Step From Eden,2020-03-26,20500.0,6,2,Action,0,35,Action Roguelike,13,0,1,very positive,very positive,single and multi,5821,373,85.3,2360.0,39.0
346,1674170,1,Sprocket,2021-08-27,20500.0,6,6,Action,1,0,Early Access,1,0,0,very positive,very positive,single only,4932,323,178.4,1936.0,
347,1295510,1,DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,2020-12-05,49800.0,1,1,Adventure,0,57,JRPG,9,0,0,overwhelmingly positive,very positive,single only,5360,309,751.0,4752.0,92.5
348,32510,1,LEGO® Star Wars™ III - The Clone Wars™,2011-03-23,20500.0,6,6,Action,0,0,LEGO,6,0,0,very positive,very positive,single and multi,5777,340,151.0,826.0,
349,310080,1,Hatoful Boyfriend,2014-09-05,5500.0,6,6,Casual,0,16,Visual Novel,7,0,0,very positive,very positive,single only,6373,416,6.1,404.0,32.5
350,453090,1,Parkitect,2018-11-30,31000.0,5,5,Casual,0,34,Management,11,0,1,very positive,very positive,single and multi,5562,312,206.2,1393.0,69.6
351,2620,1,Call of Duty®,2003-10-29,32000.0,2,4,Action,0,0,FPS,2,0,0,very positive,very positive,single only,3833,216,50.2,197.0,
352,1173770,1,FINAL FANTASY,2021-07-29,14900.0,1,1,RPG,0,24,JRPG,12,0,0,overwhelmingly positive,very positive,single only,3716,231,115.1,3064.0,82.3
353,477740,1,Zero Escape: The Nonary Games,2017-03-25,31000.0,2,2,Adventure,0,38,Visual Novel,2,0,0,very positive,very positive,single only,3611,204,156.1,945.0,52.3
354,692890,1,Roboquest,2020-08-21,20500.0,6,6,Action,1,0,Early Access,1,0,1,very positive,very positive,single and multi,3580,211,185.9,605.0,
355,466300,1,Planescape: Torment: Enhanced Edition,2017-04-11,21000.0,2,2,Adventure,0,50,RPG,6,0,1,very positive,very positive,single only,3140,170,60.6,929.0,53.8
356,222440,1,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,2015-02-27,16000.0,2,2,Action,0,12,Fighting,3,0,0,very positive,very positive,single and multi,3131,171,102.3,589.0,28.6
357,525510,1,"Guns, Gore and Cannoli 2",2018-03-02,13500.0,4,4,Action,0,20,Action,13,0,0,very positive,very positive,single and multi,2921,176,55.5,560.0,81.9
358,375820,1,Human Resource Machine,2015-10-16,15500.0,3,3,Casual,0,16,Programming,19,0,1,very positive,very positive,single only,3397,222,37.8,758.0,89.4
359,846470,1,Moss,2018-02-27,31000.0,6,6,Action,0,38,Adventure,9,0,1,very positive,very positive,single only,2500,133,6.5,280.0,85.8
360,939600,1,LOVE³ -Love Cube-,2019-07-26,10500.0,6,6,Casual,0,26,Sexual Content,4,0,1,very positive,very positive,single only,2192,121,15.8,377.0,98.2
361,801630,1,UNDER NIGHT IN-BIRTH Exe:Late[cl-r],2018-08-21,41000.0,6,2,Action,0,44,2D Fighter,5,0,1,very positive,very positive,single only,2810,179,67.0,959.0,77.5
362,1265820,1,Fights in Tight Spaces,2021-12-03,26000.0,6,5,Action,1,40,Strategy,7,0,1,very positive,very positive,single only,1838,119,86.4,1449.0,62.1
363,588690,1,"Peace, Death!",2017-03-24,5500.0,4,4,Casual,0,126,Indie,10,0,1,very positive,very positive,single only,1794,105,4.4,170.0,80.6
364,758990,1,Ancient Warfare 3,2017-12-22,10500.0,6,6,Action,0,33,Action,1,0,0,very positive,very positive,single only,1702,105,70.5,174.0,83.8
365,1385380,1,Across the Obelisk,2021-04-08,21000.0,6,6,Adventure,1,107,Early Access,1,0,0,overwhelmingly positive,very positive,single and multi,1834,115,402.2,1086.0,85.0
366,1078350,1,Ambrosia,2021-01-30,15500.0,1,1,Indie,0,0,Sexual Content,3,0,0,very positive,very positive,single only,1385,80,72.6,873.0,
367,1210030,1,노베나 디아볼로스,2020-04-27,19500.0,6,6,Adventure,0,70,Simulation,1,0,1,very positive,very positive,single only,1282,80,13.4,528.0,96.4
368,1621310,1,Atelier Sophie 2: The Alchemist of the Mysterious Dream,2022-02-25,69800.0,1,1,RPG,0,48,RPG,5,0,1,very positive,very positive,single only,1275,69,173.1,3604.0,93.8
369,1173790,1,FINAL FANTASY III,2021-07-29,21900.0,1,1,RPG,0,31,RPG,12,0,0,very positive,very positive,single only,1191,67,71.8,1770.0,88.9
370,1296840,1,The Spike,2020-06-05,5500.0,6,4,Action,0,21,Sports,5,0,1,very positive,very positive,single and multi,1002,57,80.3,236.0,91.9
371,885000,1,Synth Riders,2018-07-12,26000.0,5,5,Action,0,8,VR,7,0,1,very positive,very positive,single only,1066,79,18.2,129.0,1.4
372,383270,1,Hue,2016-08-31,16000.0,6,2,Adventure,0,13,Indie,5,0,1,very positive,very positive,single only,1674,105,3.9,46.0,91.5
373,301320,1,NoLimits 2 Roller Coaster Simulation,2014-08-22,41000.0,6,6,Indie,0,0,Simulation,1,0,1,very positive,very positive,single only,952,52,78.0,563.0,
374,1046820,1,I'm on Observation Duty,2018-12-14,2200.0,4,4,Indie,0,8,Indie,5,0,0,very positive,very positive,single only,878,53,26.2,149.0,25.8
375,729000,1,Wytchwood,2021-12-10,20500.0,5,4,Adventure,0,14,Story Rich,7,0,1,very positive,very positive,single only,1010,53,31.9,337.0,80.9
376,1328350,1,Turbo Overkill,2022-04-22,20500.0,6,4,Action,1,0,Action,1,0,0,very positive,very positive,single only,816,46,21.5,307.0,
377,1364100,1,Lacuna – A Sci-Fi Noir Adventure,2021-05-20,16500.0,5,3,Adventure,0,25,Interactive Fiction,7,0,1,very positive,very positive,single only,1077,65,8.2,211.0,30.3
378,1257410,1,Cat in the Box,2020-05-01,7500.0,5,5,Adventure,0,8,RPGMaker,6,0,1,very positive,very positive,single only,823,43,3.2,41.0,77.6
379,397430,1,Zoombinis,2015-10-29,10500.0,6,6,Adventure,0,0,Casual,2,0,0,,very positive,single only,826,61,21.0,188.0,
380,1802720,1,Sixtar Gate: STARTRAIL,2021-11-06,24900.0,6,5,Action,1,59,Action,3,0,1,very positive,very positive,single and multi,668,39,11.8,122.0,98.4
381,1354910,1,Tiny Lands,2021-01-22,7500.0,6,6,Casual,0,13,Casual,13,0,0,very positive,very positive,single only,595,36,7.8,123.0,93.3
382,1437820,1,Heroes of the Three Kingdoms,2020-11-13,1100.0,6,6,Action,0,0,Strategy,1,0,0,,very positive,single only,872,68,83.3,1557.0,
383,1286280,1,Pronty,2021-11-19,18500.0,5,5,Action,0,44,Metroidvania,8,0,1,very positive,very positive,single only,465,21,7.3,114.0,82.0
384,618950,1,Agatha Knife,2017-04-28,13000.0,5,5,Adventure,0,30,Indie,7,0,1,very positive,very positive,single only,370,21,2.6,19.0,79.2
385,1357870,1,Metel - Horror Escape,2020-09-01,2200.0,6,6,Action,1,0,Indie,2,0,0,very positive,very positive,single only,285,17,14.8,48.0,
386,1424710,1,Geneforge 1 - Mutagen,2021-02-24,20500.0,2,2,Adventure,0,30,CRPG,1,0,1,,very positive,single only,281,13,8.3,380.0,74.1
387,1893620,1,Circadian Dice,2022-07-11,6500.0,6,6,Strategy,0,0,Roguelike Deckbuilder,1,0,0,,very positive,single only,192,9,224.6,359.0,
388,551620,1,Approaching Infinity,2020-08-05,13500.0,5,5,Adventure,1,70,Early Access,1,0,1,,very positive,single only,166,13,5.6,39.0,44.0
389,1476350,1,Brain Meltdown - Into Despair,2020-12-02,4400.0,6,6,Action,1,0,Indie,3,0,0,,very positive,single only,180,13,0.7,21.0,
390,1337530,1,Maskmaker,2021-04-20,20500.0,5,4,Adventure,0,11,VR,3,0,0,,very positive,single only,163,10,,,85.3
391,898890,1,Endling - Extinction is Forever,2022-07-19,0.0,6,4,Adventure,0,28,Adventure,27,0,1,,very positive,single only,164,8,54.6,80.0,95.2
392,1890520,1,Tide Up,2022-03-11,8500.0,5,5,Adventure,0,20,RPGMaker,4,0,1,,very positive,single only,119,11,,,96.8
393,1990260,1,Phantom Tentacle,2022-07-15,2200.0,4,4,Adventure,1,14,Early Access,28,0,1,,very positive,single only,93,7,4.4,14.0,96.3
394,1986230,1,What if your girl was a frog?,2022-06-04,1100.0,4,4,Casual,0,12,Sexual Content,14,0,1,very positive,very positive,single only,90,5,1.2,7.0,93.0
395,1931240,1,MOTHERGUNSHIP: FORGE,2022-06-17,20500.0,5,5,Action,0,20,Action,6,0,0,very positive,very positive,single and multi,70,4,5.7,20.0,92.5
396,1923670,1,Venture Towns,2022-05-23,12000.0,2,2,Casual,0,6,Simulation,10,0,0,,very positive,single only,70,4,12.6,82.0,81.9
397,1279380,1,STRIKERS 1945 II,2020-05-29,10500.0,4,4,Action,0,31,Action,4,0,0,,very positive,single and multi,62,3,,,81.5
398,1785000,1,Mokoko X,2022-04-07,10500.0,5,5,Action,0,73,Anime,12,0,1,,very positive,single only,81,5,,,91.4
399,440,1,Team Fortress 2,2007-10-10,0.0,1,1,Action,0,520,Free to Play,26,0,1,very positive,very positive,,823489,56682,115359.1,150037.0,53.5
400,374320,1,DARK SOULS™ III,2016-04-12,49800.0,1,1,Action,0,43,Souls-like,12,0,1,very positive,very positive,single only,310320,21099,2924.6,129831.0,93.4
401,49520,1,Borderlands 2,2012-09-20,21000.0,6,1,Action,0,75,Loot,8,0,1,very positive,overwhelmingly positive,single only,247807,16591,3483.8,123596.0,91.3
402,322170,1,Geometry Dash,2014-12-23,4400.0,6,6,Action,0,120,Difficult,1,0,0,very positive,very positive,single only,182543,12372,7532.3,15038.0,86.7
403,648800,1,Raft,2022-06-21,21000.0,6,6,Adventure,1,104,Survival,12,0,0,very positive,very positive,single and multi,182707,13303,42033.6,100474.0,93.0
404,255710,1,Cities: Skylines,2015-03-11,32000.0,1,1,Simulation,0,116,City Builder,9,0,1,very positive,very positive,single only,187075,13176,15926.0,57421.0,76.4
405,211820,1,Starbound,2016-07-23,16000.0,1,1,Action,0,51,Open World Survival Craft,1,0,1,very positive,very positive,single and multi,145897,11330,2024.5,88355.0,80.2
406,391220,1,Rise of the Tomb Raider™,2016-02-10,29500.0,1,1,Action,0,143,Adventure,14,0,1,very positive,very positive,single only,105891,6868,851.9,44501.0,90.1
407,674940,1,Stick Fight: The Game,2017-09-28,5500.0,2,2,Action,0,28,Multiplayer,1,0,1,very positive,very positive,,91544,6127,918.4,5033.0,78.5
408,387990,1,Scrap Mechanic,2016-01-20,21000.0,6,6,Action,0,0,Building,11,0,0,very positive,very positive,single and multi,82951,6429,2276.8,46366.0,
409,774171,1,Muse Dash,2019-06-20,3200.0,6,6,Action,0,0,Music,5,0,1,overwhelmingly positive,overwhelmingly positive,single only,66278,4417,,,
410,219990,1,Grim Dawn,2016-02-26,26000.0,3,3,Action,0,185,Action RPG,13,0,1,very positive,very positive,single and multi,71793,4993,4672.1,61093.0,64.0
411,613100,1,House Flipper,2018-05-17,26000.0,6,2,Indie,0,73,Simulation,22,0,1,overwhelmingly positive,very positive,single only,58861,4152,4126.1,12990.0,94.6
412,1158310,1,Crusader Kings III,2020-09-02,52000.0,2,1,RPG,0,97,Strategy,7,0,1,very positive,very positive,single only,71549,5376,13788.8,98474.0,33.2
413,516750,1,My Summer Car,2016-10-24,15500.0,3,3,Indie,0,76,Automobile Sim,2,0,0,very positive,very positive,single only,40718,2706,706.8,5509.0,78.0
414,977950,1,A Dance of Fire and Ice,2019-01-25,6500.0,5,5,Indie,0,44,Rhythm,14,0,1,very positive,very positive,single only,39902,2662,1790.1,9247.0,80.7
415,752590,1,A Plague Tale: Innocence,2019-05-15,39800.0,6,2,Action,0,35,Story Rich,14,1,1,very positive,very positive,single only,41519,2756,470.3,4030.0,83.6
416,274170,1,Hotline Miami 2: Wrong Number,2015-03-11,16000.0,1,1,Action,0,29,Great Soundtrack,7,0,1,overwhelmingly positive,very positive,single only,40873,2841,351.6,18882.0,87.8
417,286160,1,Tabletop Simulator,2015-06-06,21000.0,6,6,Casual,0,27,Tabletop,1,0,1,very positive,overwhelmingly positive,single and multi,50519,3496,4786.9,36793.0,79.8
418,1147560,1,Skul: The Hero Slayer,2021-01-21,20500.0,2,2,Action,1,60,Indie,11,0,1,very positive,very positive,single only,32488,2338,1572.3,18876.0,88.1
419,200710,1,Torchlight II,2012-09-21,16000.0,2,2,Action,0,119,RPG,7,0,0,very positive,very positive,single only,38104,2799,329.8,54010.0,82.9
420,1282730,1,Loop Hero,2021-03-05,18000.0,6,1,Indie,0,50,Tactical,13,0,1,very positive,very positive,single only,26959,1817,769.5,51078.0,97.8
421,326460,1,ShellShock Live,2020-05-23,7500.0,6,6,Action,0,58,Tanks,11,0,0,very positive,very positive,single and multi,28169,1974,591.3,7346.0,78.1
422,50300,1,Spec Ops: The Line,2012-06-29,32000.0,6,1,Action,0,50,Story Rich,6,0,0,very positive,very positive,single only,44909,3373,87.6,13940.0,82.1
423,384190,1,ABZU,2016-08-02,21000.0,6,2,Action,0,12,Relaxing,8,0,0,very positive,very positive,single only,20843,1589,17.6,1311.0,60.9
424,208580,1,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2005-02-08,10500.0,2,2,RPG,0,57,RPG,5,0,0,very positive,very positive,single only,18710,1330,683.8,6544.0,66.9
425,673950,1,Farm Together,2018-10-12,20500.0,4,4,Casual,0,56,Agriculture,25,0,1,very positive,very positive,single and multi,16572,1030,2105.9,6843.0,91.6
426,332800,1,Five Nights at Freddy's 2,2014-11-11,8500.0,6,6,Indie,0,0,Horror,1,0,0,very positive,very positive,single only,14403,988,23.4,1686.0,
427,1703340,1,The Stanley Parable: Ultra Deluxe,2022-04-28,26000.0,3,3,Adventure,0,11,Multiple Endings,6,0,1,very positive,very positive,single only,13339,907,360.4,6477.0,94.9
428,418530,1,Spelunky 2,2020-09-29,20500.0,4,4,Action,0,32,Platformer,12,0,1,very positive,very positive,single and multi,13924,1010,468.9,6937.0,79.2
429,1256670,1,Library Of Ruina,2021-08-11,31000.0,2,2,Indie,1,76,Strategy,4,0,1,overwhelmingly positive,very positive,single only,13325,1002,1350.4,7211.0,82.7
430,365450,1,Hacknet,2015-08-13,10500.0,5,2,Indie,0,11,Hacking,9,0,1,overwhelmingly positive,very positive,single only,19855,1371,422.8,127640.0,30.9
431,246900,1,Viscera Cleanup Detail,2015-10-24,14000.0,5,5,Indie,0,85,Simulation,1,0,1,very positive,very positive,single and multi,15076,1105,376.9,1477.0,50.4
432,1210320,1,Potion Craft: Alchemist Simulator,2021-09-22,15500.0,6,2,Indie,1,0,Early Access,14,0,0,very positive,very positive,single only,11619,823,353.2,7010.0,
433,1206560,1,WorldBox - God Simulator,2021-12-03,20500.0,6,6,Indie,1,53,Early Access,27,0,0,very positive,very positive,single only,11397,737,1633.4,5139.0,43.6
434,65800,1,Dungeon Defenders,2011-10-19,15500.0,6,6,Action,0,118,Multiplayer,5,0,1,very positive,very positive,single and multi,14503,1105,232.1,12467.0,53.6
435,1966900,1,20 Minutes Till Dawn,2022-06-08,3300.0,6,6,Action,1,26,Early Access,13,0,0,very positive,very positive,single only,9206,684,2889.7,12680.0,68.1
436,743450,1,Monster Prom,2018-04-27,,3,4,Indie,0,52,Dating Sim,3,0,1,very positive,very positive,single only,10272,717,149.7,1510.0,79.5
437,388090,1,Five Nights at Freddy's 4,2015-07-24,8500.0,6,6,Action,0,0,Horror,1,0,0,very positive,very positive,single only,9527,744,14.7,1637.0,
438,834530,1,Yakuza Kiwami,2019-02-20,22800.0,1,1,Action,0,55,Action,2,0,0,very positive,very positive,single only,12377,877,471.7,3406.0,87.2
439,224760,1,FEZ,2013-05-02,10500.0,6,6,Indie,0,12,Platformer,9,0,1,very positive,very positive,single only,12490,1018,23.4,2526.0,81.2
440,1016920,1,Unrailed!,2020-09-24,19500.0,5,2,Action,1,48,Open World Survival Craft,15,0,1,very positive,very positive,single and multi,12511,901,309.0,9651.0,45.6
441,398710,1,Timberman,2015-09-19,1100.0,6,5,Action,0,20,Casual,1,0,0,very positive,very positive,single only,10133,670,14.5,4236.0,75.9
442,1227890,1,Summer Memories,2020-06-15,20500.0,1,1,Adventure,0,0,Sexual Content,3,0,1,very positive,very positive,single only,7902,583,261.2,4903.0,
